data-spreads.json.02-reading-the-market.blocks[13].rows[4].value	Yacht Support range booked through Q4 2028 / Q1 2029 on certain models
data-spreads.json.02-reading-the-market.blocks[13].rows[5].value	Order book extends to Q4 2028 / Q1 2029 on SX, SD, and Steel ranges; with Nautor Swan, 4,698 m across 130 yachts
data-spreads.json.02-reading-the-market.blocks[13].rows[7].value	Order book extending through 2028 as of May 2026 (Superyacht Investor)
data-spreads.json.02-reading-the-market.blocks[13].rows[8].label	Sanlorenzo UK and Ireland, late-Q1 2026 read
data-spreads.json.02-reading-the-market.blocks[13].rows[8].value	Buyer-meeting volume approximately 10 percent above the same window in 2025 (Nick Hatfield, Superyacht Investor)
data-spreads.json.02-reading-the-market.blocks[14].text	Brokerage 2025 in numbers
data-spreads.json.02-reading-the-market.blocks[15].caption	Brokerage market 2025, by published source.
data-spreads.json.02-reading-the-market.blocks[15].rows[1].label	Edmiston house transactions, 2025 market review
data-spreads.json.02-reading-the-market.blocks[15].rows[6].label	Average price reductions per listing, Q1 2024 to Q1 2025
data-spreads.json.02-reading-the-market.blocks[15].rows[7].label	Average reduction rate, Q1 2024 to Q1 2025
data-spreads.json.02-reading-the-market.blocks[17].text	Brokerage 2026, the first half
data-spreads.json.02-reading-the-market.blocks[18].text	Brokerage sales through the first half of 2026 ran at a three-year high.
data-spreads.json.02-reading-the-market.blocks[18].text	The pattern of 2025 held: value concentrated at the top, and the mid-size range softened.
data-spreads.json.02-reading-the-market.blocks[19].rows[5][3]	More than double June 2025
data-spreads.json.02-reading-the-market.blocks[19].sourceLine	BOAT International monthly brokerage reports, January to June 2026.
data-spreads.json.02-reading-the-market.blocks[20].chartId	brokerage-h1-2026-vs-2025
data-spreads.json.02-reading-the-market.sources[0].label	BOAT International monthly brokerage reports, H1 2026
data-spreads.json.02-reading-the-market.sources[0].line	Free monthly write-ups, January to June 2026, on the 24 m-plus market.
data-spreads.json.02-reading-the-market.sources[1].label	The Swiss Single Family Office Landscape 2026
data-spreads.json.02-reading-the-market.sources[1].line	Second edition; 82 responding offices, about 27 percent of the roughly 300 in Switzerland; fieldwork November to December 2025.
data-spreads.json.02-reading-the-market.sources[2].label	Knight Frank Wealth Report 2026
data-spreads.json.02-reading-the-market.sources[2].line	20th edition; Wealth Sizing Model; geographic forecasts to 2031.
data-spreads.json.02-reading-the-market.sources[3].label	Capgemini World Wealth Report 2025, Sail the Great Wealth Transfer
data-spreads.json.02-reading-the-market.sources[3].line	USD 83.5 trn inheritance by 2048; 30 percent of HNWIs receive an inheritance by end of 2030, 63 percent by 2035, 84 percent by 2040; 81 percent of next-gen HNWIs intend to switch wealth manager within 1 to 2 years of inheritance.
data-spreads.json.02-reading-the-market.sources[3].url	https://www.capgemini.com/wp-content/uploads/2025/06/WWR_2025.pdf
data-spreads.json.02-reading-the-market.sources[4].label	BOAT International Global Order Book 2026
data-spreads.json.02-reading-the-market.sources[4].url	https://www.boatinternational.com/boat-pro/superyacht-insight/global-order-book-2026
data-spreads.json.02-reading-the-market.sources[5].label	Edmiston 2025 luxury superyacht brokerage market review
data-spreads.json.02-reading-the-market.sources[5].url	https://www.edmiston.com/2025-luxury-superyacht-brokerage-market-review/
data-spreads.json.02-reading-the-market.sources[7].line	Russian ownership share movement, 2022 to 2023; Asia-Pacific fleet growth.
data-spreads.json.02-reading-the-market.sources[8].label	Superyacht Investor, May 2026
data-spreads.json.02-reading-the-market.sources[8].line	Rob Hodgetts, “Palma finds groove in search for sailing’s new generation.” Southern Wind order book through 2028; SW108 Kalantis owner demographic; Sanlorenzo buyer-meeting volume.
data-spreads.json.03-how-the-industry-works.blocks[2].sourceLine	Gallen, Swiss Institute of Banking and Finance, with SFOA and UBS, The Swiss Single Family Office Landscape 2026.
data-spreads.json.03-how-the-industry-works.blocks[9].caption	Independent founder-led houses are now the minority by deal volume.
data-spreads.json.03-how-the-industry-works.blocks[9].rows[0].value	1782 Group / Lai Sun Development; Fincantieri 15 percent minority since 2015; 80 percent stake sold to Wave Expandary Ltd (Sea Expandary, JD.com’s Richard Liu) signed 28 May 2026 at EUR 50m EV (~12x EBITDA), pending regulatory clearance
data-spreads.json.03-how-the-industry-works.blocks[9].rows[1].value	Ancient (PE, founded 2021) acquired strategic stake November 2025
data-spreads.json.03-how-the-industry-works.blocks[9].rows[4].value	Sold to OneWater Marine (NASDAQ: ONEW) April 2022; merged into OneWater Yacht Group September 2025
data-spreads.json.03-how-the-industry-works.blocks[13].rows[5].value	Dismissed January 2025 on procedural grounds; pleadings on file
data-spreads.json.03-how-the-industry-works.sources[0].label	The Swiss Single Family Office Landscape 2026
data-spreads.json.03-how-the-industry-works.sources[5].line	US District Court for Southern District of Florida; dismissed January 2025 by Judge K.
data-spreads.json.04-acquisition-process.blocks[4].rows[3][2]	Rarely advisable in 2026
data-spreads.json.05-new-build-versus-brokerage.sources[0].label	SYBAss, IAMI, GUEST: YORP launch July 2023; YORR launch November 2024
data-spreads.json.05-new-build-versus-brokerage.sources[0].line	First pilot course 24 to 28 July 2023 at Benetti Yachts Livorno.
data-spreads.json.05-new-build-versus-brokerage.sources[10].label	Winch Design Limited v Le Souef [2025] EWHC 120 (Comm)
data-spreads.json.05-new-build-versus-brokerage.sources[10].line	UK High Court, January 2025: Carl Le Souef personally liable for GBP 733,750 in unpaid invoices on the 222 m Project Somnio.
data-spreads.json.05-new-build-versus-brokerage.sources[10].url	https://www.bailii.org/ew/cases/EWHC/Comm/2025/120.html
data-spreads.json.06-refit.title	Refit yard capacity and typical overrun curve, 2026 to 2028
data-spreads.json.06-refit.blocks[8].rows[0][3]	Western Med leader; owns paint specialist GYG; Squircle Capital reached 100% ownership March 2026
data-spreads.json.06-refit.blocks[8].rows[5][3]	220 m drydock; recently expanded
data-spreads.json.06-refit.blocks[8].rows[6][3]	Italian reference; 210 m drydock; 2,400 t syncrolift (2024–2025)
data-spreads.json.06-refit.blocks[8].rows[9][3]	~18 projects 2024 vs avg 10; strong on sailing
data-spreads.json.06-refit.blocks[8].sourceLine	Yard published statements; Superyacht Group 2025 expert roundtable (paywalled); BOAT International coverage; practitioner working knowledge.
data-spreads.json.06-refit.sources[0].line	Global refit market sized at USD 2.9 bn in 2025, supporting roughly 6,000 active vessels.
data-spreads.json.06-refit.sources[2].label	Superyacht Group 2025 expert roundtable
data-spreads.json.07-operations.blocks[1].caption	Quay Crew records 7 percent year-on-year growth in the 70 to 79 m bracket; 63 percent of captains are now on time-for-time rotation.
data-spreads.json.07-operations.blocks[1].sourceLine	YPI Crew 2026 salary guide; Quay Crew 2025 captain survey; Erica Lay (EL Crew Co) on senior-captain package premiums.
data-spreads.json.07-operations.blocks[7].text	Hull rate movement, 2022 to 2026
data-spreads.json.07-operations.blocks[8].rows[0][0]	2022–2023
data-spreads.json.07-operations.blocks[8].rows[1][0]	H1 2024
data-spreads.json.07-operations.blocks[8].rows[2][0]	Q4 2025
data-spreads.json.07-operations.blocks[8].rows[3][0]	Bayesian sinking, August 2024
data-spreads.json.07-operations.blocks[10].text	War risk premium, 2023 to 2026
data-spreads.json.07-operations.blocks[11].head[1]	Pre-October 2023
data-spreads.json.07-operations.blocks[11].head[2]	Early 2024
data-spreads.json.07-operations.sources[0].label	YPI Crew 2026 salary guide
data-spreads.json.07-operations.sources[1].label	Quay Crew 2025 captain survey
data-spreads.json.07-operations.sources[1].url	https://quaygroup.com/blog/superyacht-captain-salary-leave-report-2025-26/
data-spreads.json.07-operations.sources[6].line	Published broker commentary on hull rate movement, 2022 to 2025.
data-spreads.json.07-operations.sources[9].line	On the record on 50 to 70 percent rate increases across 2022 to 2023.
data-spreads.json.09-decision-framework.blocks[1].rows[0].label	Global UHNWIs (above USD 30 m), 2026
data-spreads.json.09-decision-framework.blocks[1].rows[2].label	United States share, 2026
data-spreads.json.09-decision-framework.blocks[1].rows[3].label	United States share, 2031 forecast
data-spreads.json.09-decision-framework.blocks[1].rows[6].label	Yacht references in UBS Global Family Office Report 2025
data-spreads.json.09-decision-framework.blocks[1].sourceLine	Knight Frank Wealth Report 2026; Capgemini World Wealth Report 2025; UBS Global Family Office Report 2025.
data-spreads.json.09-decision-framework.sources[0].label	UBS Global Family Office Report 2025
data-spreads.json.09-decision-framework.sources[1].label	Capgemini World Wealth Report 2025
data-spreads.json.09-decision-framework.sources[2].label	Knight Frank Wealth Report 2026 / Family Office Survey 2026
data-spreads.json.08-motor-versus-sail.blocks[1].rows[0][0]	Order book 2026 share
data-spreads.json.08-motor-versus-sail.blocks[1].sourceLine	BOAT International Global Order Book 2026; SuperYacht Times iQ data; Camper & Nicholsons.
data-spreads.json.08-motor-versus-sail.blocks[3].sourceLine	Foreland Marine project archive; YPI Crew 2026 salary guide; aggregated published practitioner ranges.
data-spreads.json.08-motor-versus-sail.blocks[8].caption	EU Emissions Trading System Maritime extension, in force from 1 January 2024, applies to ships of and above 5,000 gross tonnage calling at EEA ports.
data-spreads.json.08-motor-versus-sail.blocks[8].caption	Compliance is phased: 40 percent of 2024 emissions paid in 2025, 70 percent of 2025 emissions paid in 2026, 100 percent from 2027.
data-spreads.json.08-motor-versus-sail.blocks[8].caption	Methane and nitrous oxide added from 2026.
data-spreads.json.08-motor-versus-sail.blocks[8].sourceLine	EU Commission FAQ on EU ETS for maritime transport; Royal Huisman published sustainability commentary; IMO 2023 GHG Strategy (MEPC 80).
data-spreads.json.08-motor-versus-sail.sources[0].label	BOAT International Global Order Book 2026
data-spreads.json.08-motor-versus-sail.sources[0].url	https://www.boatinternational.com/boat-pro/superyacht-insight/global-order-book-2026
data-spreads.json.08-motor-versus-sail.sources[1].line	Carbon market extension to maritime, in force from 1 January 2024; compliance phased 40 / 70 / 100 percent across 2025 to 2027.
data-spreads.json.08-motor-versus-sail.sources[2].label	IMO 2023 Strategy on Reduction of GHG Emissions from Ships
data-spreads.json.08-motor-versus-sail.sources[2].line	Resolution MEPC.377(80), adopted at MEPC 80, July 2023.
data-spreads.json.08-motor-versus-sail.sources[2].line	Targets: 20 percent (striving for 30 percent) by 2030, 70 percent (striving for 80 percent) by 2040, net zero by/around 2050.
data-spreads.json.08-motor-versus-sail.sources[2].url	https://www.imo.org/en/ourwork/environment/pages/2023-imo-strategy-on-reduction-of-ghg-emissions-from-ships.aspx
data-spreads.json.08-motor-versus-sail.sources[3].label	Capgemini World Wealth Report 2024
data-spreads.json.08-motor-versus-sail.sources[5].label	Denison Yachting market report 2025
data-spreads.json.08-motor-versus-sail.sources[6].label	Superyacht Investor, May 2026
data-spreads.json.08-motor-versus-sail.sources[6].line	Rob Hodgetts, “Palma finds groove in search for sailing’s new generation.” Palma 2026 segment data, Baltic and Southern Wind reporting, multihull growth, Sanlorenzo buyer-meeting volume.
faqs.json.02-reading-the-market[0].question	How big is the superyacht market in 2026?
faqs.json.02-reading-the-market[0].answer	Knight Frank’s Wealth Report 2026 records USD 8.5 billion of yacht transactions in 2025, a 70 percent rise on the prior year.
faqs.json.02-reading-the-market[0].answer	The 2026 BOAT International Global Order Book lists 1,093 yachts of 24 metres and above on order or in build, down from 1,138 in 2025, the second consecutive annual decline by unit count.
faqs.json.02-reading-the-market[0].answer	Italy is now the dominant production geography at 568 units, 52 percent of the global order book by units.
faqs.json.02-reading-the-market[1].answer	Lürssen books extend through mid-2027 at minimum and have absorbed Nobiskrug capacity in 2024 and 2025.
faqs.json.02-reading-the-market[1].answer	Feadship slot availability is openly discussed in trade press as extending to 2028 to 2029.
faqs.json.02-reading-the-market[1].answer	Oceanco delivered the 111 metre DreAMBoat in 18 months in November 2025 as a counter-example.
faqs.json.02-reading-the-market[1].answer	Heesen has run a speculative-build model since 2023 with full backlog through 2025 and beyond.
faqs.json.02-reading-the-market[1].answer	The major decision for a 2026 buyer is whether to take a brokerage hull now, take a slot at a mid-tier yard with capacity, or wait three to four years for a top-tier delivery.
faqs.json.02-reading-the-market[2].question	Why is the United States driving the 2026 yacht market?
faqs.json.02-reading-the-market[2].answer	Stewart Campbell, Managing Director of BOAT International, identifies the 100 percent depreciation provision in the United States’ One Big Beautiful Bill Act as the largest single driver of the 2025 surge.
faqs.json.02-reading-the-market[2].answer	The Knight Frank Wealth Report 2026 places 41 percent of new UHNWIs created in the United States and forecasts the US share rising to 41 percent of the world’s UHNW population by 2031.
faqs.json.02-reading-the-market[3].answer	The Knight Frank Wealth Sizing Model places the global UHNWI population (above USD 30 million) at 713,626 in 2026, up 162,191 over five years.
faqs.json.02-reading-the-market[3].answer	Capgemini’s World Wealth Report 2025 records USD 83.5 trillion of wealth being inherited by Gen X, millennials, and Gen Z by 2048, with 81 percent of next-generation HNWIs intending to switch from their parents’ wealth management firm within one to two years of inheritance.
faqs.json.04-acquisition-process[1].answer	The seller’s most recent survey is not a substitute.
faqs.json.05-new-build-versus-brokerage[1].answer	SYBAss, the Superyacht Alliance for Professional Standards, IAMI, and GUEST jointly founded the Yacht Owners’ Register of Representatives in June 2023 to vet practitioners.
faqs.json.05-new-build-versus-brokerage[3].answer	SYBAss founded the Yacht Owners’ Register of Representatives jointly with the Superyacht Alliance, IAMI, and GUEST in June 2023 because owner-side representation quality was structurally inadequate at the world’s top yards.
faqs.json.06-refit[2].answer	Yard slot booking 12 to 18 months ahead is now standard given top-yard demand.
faqs.json.07-operations[0].question	What does a superyacht captain earn in 2026?
faqs.json.07-operations[0].answer	Per the YPI Crew 2026 salary guide, a captain on a 50 metre yacht earns EUR 10,000 to 16,000 per month.
faqs.json.07-operations[0].answer	Quay Crew’s 2025 captain survey records a 7 percent year-on-year increase in the 70 to 79 metre bracket and confirms 63 percent of captains are now on time-for-time rotation.
faqs.json.08-motor-versus-sail[2].answer	From 2026 the system covers 100 percent of intra-EU emissions and 50 percent of voyages from a non-EU port.
faqs.json.09-decision-framework[1].answer	The Yacht Owners’ Register of Representatives, founded 2023 by SYBAss, the Superyacht Alliance, IAMI, and GUEST, is the cross-industry vetting register.
faqs.json.09-decision-framework[2].question	How do I know if a yacht adviser is conflicted?
guest-opinions.json.03-how-the-industry-works[0].datePublished	2026-08-10
guest-opinions.json.03-how-the-industry-works[0].dateModified	2026-08-10
guest-opinions.json.03-how-the-industry-works[1].intro	Filippakis came to large-yacht command from a career in LNG and has led a complex refit and a subsequent pole-to-pole voyage on the owner-operated yacht he now commands.
guest-opinions.json.03-how-the-industry-works[1].questions[2].question	Without naming the firm, what was offered, and what did you do?
guest-opinions.json.03-how-the-industry-works[1].questions[4].answer[2]	Any captain operating at this level has them, and a confident captain will answer specifically — he’ll name people, say how he came to know them, describe what each is good at.
guest-opinions.json.03-how-the-industry-works[1].datePublished	2026-08-10
guest-opinions.json.03-how-the-industry-works[1].dateModified	2026-08-10
guest-opinions.json.04-acquisition-process[0].datePublished	2026-08-10
guest-opinions.json.04-acquisition-process[0].dateModified	2026-08-10
guest-opinions.json.07-operations[0].questions[0].question	The senior crew market in 2026: where is it tightest, and what are owners realistically paying above guide rates to secure a captain at 50 to 70 metres?
guest-opinions.json.07-operations[0].questions[1].question	Time-for-time rotation is now 63 percent of the 70 to 79 metre captain bracket, per Quay Crew.
guest-opinions.json.07-operations[0].questions[1].question	What is the recruitment-side reality of operating a yacht without rotation in 2026?
guest-opinions.json.07-operations[0].questions[1].answer[1]	The reality is that most experienced senior crew now expect rotation as standard, particularly on busy programmes.
guest-opinions.json.07-operations[0].datePublished	2026-08-10
guest-opinions.json.07-operations[0].dateModified	2026-08-10
guest-opinions.json.07-operations[1].questions[1].answer[0]	In my case I didn’t even have to interview — I was offered the opportunity to manage a very complex refit and the subsequent pole-to-pole voyage on the spot, based on a gut feeling from the Owner.
guest-opinions.json.07-operations[1].questions[3].answer[2]	Crew also need to know what is expected of them.
guest-opinions.json.07-operations[1].datePublished	2026-08-10
guest-opinions.json.07-operations[1].dateModified	2026-08-10
guest-opinions.json.07-operations[2].intro	We put five questions to Ollie Davis on the post-Bayesian market response, the 2022 to 2024 hardening cycle, the USD 500 million P&I limit, owner deductibles negotiable at quote stage, and war risk clauses since 2022.
guest-opinions.json.07-operations[2].questions[0].answer[1]	These are now being used to assess how crew procedures, training, and onboard management contribute to the safe day-to-day operation of the yacht.
guest-opinions.json.07-operations[2].questions[1].question	The hardening cycle in hull and machinery 2022 to 2024: what drove it, where has it landed, and what do you expect through 2026?
guest-opinions.json.07-operations[2].questions[1].answer[0]	We consider 2024 to have been the peak of the hardening cycle, driven largely by the pandemic and the onset of the war in Ukraine.
guest-opinions.json.07-operations[2].questions[1].answer[2]	At present, we are in a softer market and are seeing premiums slowly decrease following the recent hardening cycle.
guest-opinions.json.07-operations[2].questions[1].answer[3]	Looking ahead through 2026, our expectation is that the insurance market will stabilise.
guest-opinions.json.07-operations[2].questions[2].question	P&I for charter use: the USD 500 million third-party limit is now standard.
guest-opinions.json.07-operations[2].questions[2].answer[0]	As of now, at PIB Marine we have not had any experience of the now industry-standard USD 500 million limit being tested in practice — thankfully.
guest-opinions.json.07-operations[2].questions[2].answer[0]	One P&I club is even offering a USD 1 billion limit as standard now.
guest-opinions.json.07-operations[2].questions[2].answer[2]	Looking at previous commercial shipping incidents that have led to substantial P&I claims, the most notable examples include the Costa Concordia loss and, more recently, the Baltimore Bridge accident.
guest-opinions.json.07-operations[2].questions[2].answer[2]	By comparison, recent major yachting losses such as Bayesian are thought to be in the region of USD 150 million.
guest-opinions.json.07-operations[2].questions[3].answer[0]	Recently, we have pushed back on several deductible structures, particularly on yachts aged five years or older.
guest-opinions.json.07-operations[2].questions[3].answer[3]	Advances in technology — for example, systems from providers such as Yacht Trace — now offer sophisticated tender-towing solutions that enable improved monitoring and make extended towing more acceptable to underwriters.
guest-opinions.json.07-operations[2].questions[4].answer[0]	A good example is the damage sustained by MY Kaos in Barcelona in 2023, when the vessel was vandalised while alongside the dock, and vessels caught up in the failed Turkish coup of 2016.
guest-opinions.json.07-operations[2].questions[4].answer[3]	In light of the recent conflict in the Middle East and, before that, the war in Ukraine, we have seen insurers issue a seven-day notice of cancellation on all H&M and P&I policies in respect of certain cruising areas.
guest-opinions.json.07-operations[2].datePublished	2026-08-10
guest-opinions.json.07-operations[2].dateModified	2026-08-10
guest-opinions.json.07-operations[2].seoDescription	Ollie Davis of PIB Marine on the post-Bayesian insurance market, the 2022 to 2024 hardening cycle, deductibles, and war risk clauses since 2022.
guest-opinions.json.08-motor-versus-sail[0].datePublished	2026-08-10
guest-opinions.json.08-motor-versus-sail[0].dateModified	2026-08-10
guest-opinions.json.08-motor-versus-sail[1].questions[0].question	The Damen Yacht Support range and the SeaXplorer line are reportedly booked through Q4 2028 / Q1 2029 on certain models.
guest-opinions.json.08-motor-versus-sail[1].datePublished	2026-08-10
guest-opinions.json.08-motor-versus-sail[1].dateModified	2026-08-10
guest-opinions.json.05-new-build-versus-brokerage[0].questions[0].answer[1]	On smaller boats, some representatives did not know that the yacht had to be registered, or that it had to be prepared for operations.
guest-opinions.json.05-new-build-versus-brokerage[0].questions[3].answer[3]	Owners generally know that a broker works on commission.
guest-opinions.json.05-new-build-versus-brokerage[0].questions[3].answer[3]	They do not always know how much, or on what.
guest-opinions.json.05-new-build-versus-brokerage[0].questions[4].question	With the top-tier order books extending toward 2029, what should a first-time buyer be most alert to?
guest-opinions.json.05-new-build-versus-brokerage[0].questions[4].answer[1]	If you know one yard well, you know roughly what its profit margins look like, and they are typically not large.
guest-opinions.json.05-new-build-versus-brokerage[0].questions[4].answer[2]	Once you have delivered, you know what they cost.
guest-opinions.json.05-new-build-versus-brokerage[0].questions[4].answer[4]	The good yards beyond the big names know what they are doing, and their prices reflect that.
guest-opinions.json.05-new-build-versus-brokerage[0].datePublished	2026-08-10
guest-opinions.json.05-new-build-versus-brokerage[0].dateModified	2026-08-10
guest-opinions.json.05-new-build-versus-brokerage[1].datePublished	2026-08-10
guest-opinions.json.05-new-build-versus-brokerage[1].dateModified	2026-08-10
guest-opinions.json.09-decision-framework[0].datePublished	2026-08-10
guest-opinions.json.09-decision-framework[0].dateModified	2026-08-10
lead-essays.json.01-reality-of-ownership.paragraphs[0]	In 2025 the global market for yachts above 24 metres turned over USD 8.5 billion, a 70 percent rise on the year before and eclipsed in the past decade only by the post-Covid surge of 2021.
lead-essays.json.01-reality-of-ownership.paragraphs[4]	A 50m yacht worth EUR 30 million eight years after a EUR 50 million build does not become 40 percent cheaper to operate; the EUR 5 million annual run rate that was 10 percent of value at purchase is now nearly 17 percent.
lead-essays.json.01-reality-of-ownership.paragraphs[9]	A captain on a 50m yacht costs EUR 10,000 to 16,000 per month per the YPI Crew 2026 salary guide; on an 80m, EUR 16,000 to 23,000.
lead-essays.json.01-reality-of-ownership.paragraphs[9]	Quay Crew’s 2025 captain survey records a 7 percent year-on-year rise in the 70 to 79m bracket, with 63 percent of captains now on time-for-time rotation.
lead-essays.json.01-reality-of-ownership.paragraphs[13]	The Superyacht Report OpEx Survey, Q2 2026 — captain-led, drawn from the 28 to 83 metre fleet — corroborates the working ranges from a separate base.
lead-essays.json.01-reality-of-ownership.paragraphs[22]	The growth of the global charter market (Precedence Research: USD 8.39 billion in 2024, forecast USD 16.92 billion by 2033) is driven by charter demand, not by owners profiting from it.
lead-essays.json.02-reading-the-market.title	Reading the market in 2026
